net,length_um
clknet_0_clk,767.92µm
net826,499.065µm
net738,482.97µm
net748,481.64µm
net755,466.98µm
net821,411.965µm
net241,401.605µm
net725,399.57µm
net114,391.775µm
net648,390.44µm
net731,381.355µm
net767,375.31µm
net721,373.205µm
net707,365.17µm
net706,345.51µm
net742,340.85µm
net817,318.93µm
net758,289.65µm
net324,287.355µm
net393,286.27µm
net193,283.075µm
net719,274.41µm
net749,267.88µm
net605,267.73µm
net196,267.055µm
net301,266.185µm
net216,263.675µm
net700,258.7µm
net862,258.22µm
net820,257.305µm
net291,251.715µm
net4,251.2µm
net812,249.59µm
net778,246.21µm
net747,240.76µm
net424,238.765µm
net183,238.08µm
clk,237.48µm
net702,237.26µm
net93,235.715µm
net792,234.64µm
net737,228.89µm
net2,227.115µm
net871,226.63µm
net201,222µm
net317,215.2µm
net352,212.885µm
net316,209.73µm
net243,209.48µm
net319,209.465µm
net113,206.02µm
net716,204.185µm
net720,201.06µm
clknet_4_6_0_clk,200.78µm
net44,199.61µm
net715,199.16µm
net219,192.26µm
net874,192.06µm
net99,190.49µm
net80,187.12µm
net833,183.55µm
net39,180.76µm
clknet_4_11_0_clk,178.61µm
net756,177.605µm
net136,177.56µm
net18,176.37µm
net453,176.14µm
clknet_4_10_0_clk,175.78µm
net782,175.43µm
net336,173µm
net294,171.255µm
net287,170.82µm
net845,170.8µm
net769,170.79µm
net20,170.36µm
net522,169.285µm
net119,167.81µm
net805,167.315µm
net284,166.785µm
net436,162.52µm
net722,162.21µm
net105,162µm
net298,161.445µm
net828,160.62µm
net753,160.38µm
net292,160.34µm
net761,159.54µm
net312,158.66µm
net704,157.44µm
net729,156.075µm
net435,155.88µm
net368,155.27µm
net285,154.83µm
clknet_4_2_0_clk,154.68µm
net34,152.9µm
clknet_4_5_0_clk,151.7µm
net620,150.7µm
net220,148.03µm
net752,147.86µm
net152,147.61µm
net306,146.83µm
clknet_4_8_0_clk,144.84µm
net59,144.26µm
net296,144.24µm
net484,141.72µm
net703,141.63µm
net8,141.4µm
net0,139.44µm
net256,138.465µm
clknet_4_4_0_clk,138.28µm
net181,138.1µm
net49,137.405µm
net801,136.18µm
net777,134.26µm
net718,133.76µm
net340,133.6µm
net528,133.405µm
net387,133.36µm
net877,133.22µm
net198,132.125µm
net263,130.54µm
net773,130.08µm
net766,129.44µm
net320,128.05µm
net813,127.24µm
net872,127.08µm
net278,126.98µm
net308,126.98µm
net64,126.325µm
net838,126µm
clknet_4_7_0_clk,125.64µm
net708,125.62µm
clknet_4_0_0_clk,124.82µm
net46,124.56µm
net760,122.6µm
clknet_4_9_0_clk,120.32µm
net646,119.68µm
net245,118.015µm
net15,117.92µm
clknet_4_15_0_clk,117.78µm
net299,117.55µm
net823,117.365µm
clknet_4_3_0_clk,115.63µm
net530,115.48µm
net262,115.075µm
net254,114.8µm
net208,114.46µm
clknet_4_13_0_clk,113.3µm
net300,112.08µm
net798,112.04µm
net785,111.98µm
clknet_1_1__leaf_net457,111.48µm
net215,111.46µm
net123,110.82µm
net382,110.09µm
net464,109.5µm
net244,109.34µm
net577,108.18µm
net875,106.98µm
net318,106.285µm
clknet_4_1_0_clk,106.17µm
net802,104.9µm
net763,104.86µm
net612,104.28µm
net116,103.6µm
net709,103.52µm
clknet_4_12_0_clk,102.86µm
net713,102.79µm
net195,102.495µm
net524,101.64µm
net589,101.62µm
net829,101.6µm
net217,100.86µm
net14,100.375µm
net839,100.26µm
net314,98.99µm
net858,98.12µm
clknet_4_14_0_clk,98.08µm
net187,97.26µm
net727,96.93µm
net307,96.875µm
net23,96.72µm
net735,96.08µm
net213,96.02µm
net695,95.995µm
net391,95.24µm
net831,94.76µm
net102,94.56µm
net89,94.1µm
net72,93.465µm
net705,91.5µm
net776,91.1µm
net876,90.98µm
net728,90.64µm
net31,90.43µm
net539,90.2µm
net803,90.12µm
net253,89.94µm
net173,89.9µm
net205,89.33µm
net378,88.54µm
net73,86.84µm
net77,86.28µm
net503,86.02µm
net697,85.7µm
net101,85.68µm
net868,85.06µm
net772,84.8µm
clknet_1_0__leaf_net457,84.72µm
net134,84.54µm
net814,84.5µm
net185,83.8µm
net793,83.16µm
net334,83.06µm
net797,83.02µm
net701,82.72µm
net121,82.6µm
net57,81.69µm
net124,81.6µm
net128,79.76µm
net148,79.44µm
net440,79.305µm
net806,79.08µm
net227,77.82µm
net276,77.68µm
net144,77.38µm
net857,76.88µm
net267,76.41µm
net160,76.16µm
net186,75.76µm
net344,75.4µm
net463,75.265µm
net739,75.04µm
net795,74.88µm
net295,73.86µm
net392,73.86µm
net696,73.46µm
net808,73.42µm
net197,73.32µm
net810,73.26µm
net172,72.83µm
net250,72.52µm
net304,72.02µm
net348,71.8µm
net517,71.57µm
net663,71.14µm
net88,71.12µm
net229,71.02µm
net699,70.88µm
net825,69.52µm
net864,69.33µm
net545,69.11µm
clknet_1_0__leaf_net520,68.675µm
net103,68.48µm
net789,68.14µm
net234,68µm
net280,67.95µm
net362,67.32µm
net138,67.12µm
net283,66.98µm
net12,66.6µm
net698,66.28µm
net343,66.08µm
net274,64.84µm
net268,64.26µm
net818,63.99µm
net515,63.705µm
net654,63.485µm
net37,63.44µm
net345,62.86µm
net854,62.54µm
net302,62.2µm
net520,62.06µm
net249,61.78µm
net153,61.7µm
net536,61.42µm
net499,60.95µm
net840,60.68µm
net81,60.34µm
net608,59.94µm
net71,59.21µm
net774,58.4µm
net96,58.14µm
net45,57.96µm
net846,57.8µm
net780,57.74µm
net22,57.68µm
net765,57.68µm
net580,57.665µm
net264,57.48µm
net425,56.64µm
net189,55.685µm
net609,55.5µm
net188,55.22µm
net467,54.935µm
net431,54.28µm
net228,53.9µm
net811,53.6µm
net207,53.56µm
net260,53.37µm
net724,52.72µm
net248,52.7µm
net204,52.26µm
net27,52.26µm
net142,52.18µm
net572,51.685µm
net851,51.56µm
net764,51.42µm
net428,51.32µm
net230,51.22µm
net177,51.16µm
net510,51.02µm
net212,50.7µm
net794,50.62µm
net550,50.48µm
net523,50.15µm
net10,50.1µm
net786,49.7µm
net273,49.18µm
net143,49.025µm
net211,49.015µm
net873,48.92µm
net743,48.78µm
net469,48.28µm
net91,48.1µm
net800,47.8µm
net221,47.78µm
net329,47.78µm
net633,47.74µm
net740,47.36µm
net481,47.02µm
net754,46.96µm
net571,46.84µm
net911,46.54µm
net717,46.525µm
net303,46.28µm
net745,46.1µm
net869,45.98µm
net476,45.82µm
net290,45.8µm
net232,45.36µm
net147,45.2µm
net168,45.1µm
net110,44.85µm
net848,44.8µm
net84,44.58µm
net365,44.41µm
net63,43.755µm
net662,43.72µm
net535,43.6µm
net540,43.36µm
net771,43.23µm
net751,43.14µm
clknet_0_net457,42.96µm
net122,42.92µm
net815,42.88µm
net770,42.7µm
net289,42.68µm
net126,42.58µm
net757,42.48µm
net272,42.22µm
net441,42.04µm
net552,41.96µm
net730,41.96µm
net13,41.92µm
net514,41.88µm
net830,41.66µm
net457,41.36µm
net371,41.28µm
net638,41.2µm
net741,41.04µm
net417,40.82µm
net687,40.74µm
net62,40.7µm
net822,40.46µm
clknet_1_0__leaf_net549,40.28µm
net315,40.145µm
net127,40.14µm
net816,40.13µm
net750,40.12µm
net411,39.72µm
net799,39.7µm
net579,39.36µm
net381,39.22µm
net370,38.94µm
net723,38.9µm
net56,38.825µm
net555,38.72µm
net277,38.43µm
net354,38.37µm
net656,38.06µm
net585,38.04µm
net24,37.84µm
net224,37.32µm
net779,37.06µm
net427,36.985µm
clknet_1_1__leaf_net549,36.88µm
net546,36.68µm
net369,36.42µm
net61,36.36µm
net293,36.27µm
net155,36.24µm
net477,36.22µm
clknet_1_0__leaf_net408,36.22µm
net508,36.18µm
net783,36.12µm
net390,36.04µm
net184,36.02µm
net554,35.76µm
net55,35.69µm
net667,35.62µm
clknet_1_0__leaf_net543,35.62µm
net915,35.59µm
net494,35.36µm
net671,35.32µm
net422,35.16µm
net824,35.14µm
net470,35.105µm
net107,34.92µm
net115,34.52µm
net430,34.475µm
clknet_0_net661,34.22µm
net582,34.04µm
net446,34.005µm
net569,33.68µm
net139,33.445µm
net455,33.265µm
net50,32.74µm
net209,32.66µm
net192,32.56µm
net38,32.55µm
net498,32.54µm
net286,32.46µm
net616,32.38µm
net516,32.28µm
net339,32.24µm
net271,32.13µm
net252,32.04µm
net732,31.78µm
net451,31.5µm
net573,31.5µm
net156,31.49µm
net762,30.96µm
net784,30.96µm
net447,30.66µm
net855,30.56µm
clknet_0_net563,30.36µm
net203,30.26µm
net403,30.24µm
net819,30.24µm
clknet_1_1__leaf_net661,30.23µm
clknet_1_1__leaf_net465,29.96µm
net788,29.84µm
net587,29.82µm
net400,29.77µm
net634,29.64µm
net210,29.62µm
net454,29.62µm
net473,29.48µm
net326,29.28µm
net70,29.28µm
net297,29.07µm
net288,29.04µm
net471,29.04µm
net333,28.955µm
net611,28.9µm
net310,28.835µm
net69,28.54µm
net266,28.48µm
net618,28.44µm
clknet_0_net405,28.32µm
net29,27.91µm
clknet_1_0__leaf_net425,27.9µm
clknet_0_net508,27.86µm
net206,27.755µm
net313,27.62µm
net507,27.56µm
net406,27.48µm
clknet_0_net531,27.32µm
net109,27.26µm
net226,27.11µm
net859,27.1µm
net58,26.96µm
clknet_1_0__leaf_net661,26.82µm
net791,26.76µm
net449,26.66µm
net746,26.52µm
clknet_1_0__leaf_net660,26.52µm
net42,26.48µm
net346,26.38µm
net242,26.26µm
net559,26.18µm
net832,26.115µm
net164,26.08µm
net270,26.02µm
net505,25.88µm
net669,25.88µm
clknet_1_0__leaf_net569,25.84µm
net655,25.76µm
clknet_0_net599,25.74µm
net3,25.48µm
net395,25.46µm
net448,25.4µm
net479,25.22µm
clknet_1_1__leaf_net405,25.2µm
net534,25.18µm
clknet_1_1__leaf_net425,25.18µm
net385,25.08µm
net377,24.98µm
net36,24.88µm
net178,24.76µm
net549,24.76µm
net87,24.72µm
net492,24.56µm
net651,24.535µm
net311,24.49µm
clknet_0_net681,24.46µm
net200,24.44µm
clknet_1_1__leaf_net520,24.42µm
net487,24.4µm
net159,24.28µm
net161,24.26µm
net444,24.26µm
net141,24.14µm
net787,23.8µm
clknet_0_net408,23.78µm
net886,23.6µm
net129,23.52µm
net474,23.5µm
net240,23.36µm
net158,23.34µm
net485,23.24µm
clknet_1_0__leaf_net406,23.04µm
clknet_0_net660,22.86µm
net887,22.71µm
net261,22.7µm
net332,22.68µm
net668,22.62µm
net563,22.58µm
net834,22.58µm
net480,22.54µm
net903,22.38µm
net94,22.2µm
net592,22.06µm
net95,21.98µm
net495,21.9µm
net26,21.8µm
net202,21.745µm
net566,21.6µm
net358,21.51µm
clknet_0_net510,21.44µm
net497,21.35µm
net79,21.28µm
clknet_0_net555,21.2µm
net504,21.16µm
net180,21.085µm
net661,21.04µm
net459,21.02µm
net28,21µm
net576,20.78µm
net175,20.58µm
net512,20.58µm
net190,20.42µm
net860,20.42µm
net335,20.36µm
net844,20.32µm
net526,20.195µm
clknet_0_net465,20.12µm
clknet_0_net543,19.84µm
net48,19.78µm
clknet_0_net569,19.66µm
net560,19.62µm
clknet_1_1__leaf_net412,19.57µm
net359,19.54µm
net366,19.48µm
net689,19.44µm
net305,19.4µm
net100,19.26µm
clknet_1_0__leaf_net465,19.26µm
net65,19.2µm
net414,19.16µm
net870,19.11µm
clknet_0_net412,19.08µm
clknet_0_net406,19.06µm
net167,18.78µm
net146,18.74µm
net660,18.68µm
net86,18.62µm
clknet_1_1__leaf_net406,18.6µm
net170,18.24µm
net104,18.14µm
net176,18.12µm
clknet_0_net428,18.08µm
net405,17.98µm
net43,17.98µm
net538,17.94µm
net883,17.91µm
clknet_0_net413,17.8µm
net482,17.765µm
net604,17.68µm
net419,17.64µm
net106,17.52µm
net373,17.48µm
net98,17.36µm
clknet_0_net425,17.34µm
net866,17.22µm
clknet_0_net520,17.2µm
net617,17.16µm
net386,17.11µm
clknet_0_net549,16.9µm
net83,16.82µm
clknet_0_net411,16.78µm
net163,16.765µm
net237,16.67µm
net653,16.53µm
net259,16.505µm
net169,16.44µm
clknet_0_net680,16.36µm
net397,16.3µm
net337,16.25µm
net402,16.25µm
clknet_1_1__leaf_net563,16.215µm
net645,16.145µm
net214,16.12µm
net338,16.1µm
net97,16.08µm
net865,15.96µm
net125,15.94µm
net409,15.84µm
net74,15.44µm
net836,15.4µm
net275,15.38µm
net235,15.3µm
net309,15.3µm
net68,15.26µm
net500,15.22µm
clknet_1_1__leaf_net660,15.2µm
net759,15.16µm
net171,14.92µm
net438,14.88µm
net601,14.8µm
net688,14.76µm
clknet_1_0__leaf_net531,14.75µm
net92,14.68µm
net443,14.6µm
net650,14.58µm
clknet_1_1__leaf_net413,14.58µm
net681,14.54µm
net917,14.47µm
net518,14.45µm
net437,14.4µm
net450,14.38µm
clknet_1_0__leaf_net405,14.26µm
in7,14.12µm
net888,14.11µm
clknet_1_1__leaf_net428,14.08µm
clknet_1_1__leaf_net681,14.01µm
net7,14µm
net768,13.96µm
net182,13.88µm
clknet_1_0__leaf_net599,13.88µm
net905,13.71µm
net236,13.66µm
net399,13.66µm
net596,13.64µm
out20,13.64µm
net357,13.5µm
net423,13.42µm
net151,13.38µm
net363,13.38µm
net882,13.295µm
net90,13.14µm
net843,13.14µm
net328,13.1µm
net595,12.945µm
in8,12.82µm
net622,12.76µm
net66,12.76µm
clknet_1_1__leaf_net531,12.69µm
out7,12.63µm
in35,12.62µm
net222,12.58µm
net913,12.5µm
in45,12.48µm
net396,12.48µm
net325,12.46µm
net323,12.38µm
net17,12.3µm
net460,12.28µm
clknet_1_1__leaf_net510,12.24µm
out2,12.065µm
net351,11.9µm
net599,11.9µm
net194,11.86µm
net60,11.84µm
net556,11.82µm
in19,11.78µm
clknet_1_1__leaf_net508,11.78µm
net647,11.745µm
net809,11.74µm
net238,11.68µm
net137,11.54µm
net547,11.54µm
net462,11.52µm
clknet_1_0__leaf_net412,11.51µm
in0,11.48µm
net835,11.46µm
net426,11.38µm
net657,11.38µm
out0,11.36µm
net807,11.32µm
net652,11.285µm
net664,11.22µm
net907,11.2µm
net583,11.165µm
net16,11.16µm
net694,11.16µm
in34,11.14µm
net111,11.1µm
net82,11.08µm
out9,11.02µm
net490,11µm
net389,10.9µm
out21,10.8µm
net733,10.7µm
in29,10.675µm
in49,10.675µm
net775,10.66µm
net904,10.66µm
net342,10.58µm
net375,10.58µm
net691,10.56µm
net853,10.54µm
net361,10.5µm
clknet_1_0__leaf_net413,10.44µm
net863,10.44µm
net265,10.4µm
net593,10.4µm
net679,10.32µm
net32,10.08µm
net804,10µm
net247,9.96µm
net41,9.955µm
net132,9.94µm
net591,9.94µm
net666,9.94µm
net726,9.94µm
net898,9.82µm
net149,9.78µm
net52,9.7µm
net9,9.7µm
in24,9.64µm
in25,9.64µm
in28,9.64µm
in36,9.64µm
in37,9.64µm
in39,9.64µm
in4,9.64µm
in46,9.64µm
in54,9.64µm
in56,9.64µm
in60,9.64µm
out22,9.64µm
net383,9.63µm
in5,9.52µm
net408,9.52µm
net413,9.52µm
net322,9.5µm
net506,9.48µm
net781,9.36µm
net790,9.34µm
net452,9.32µm
net120,9.26µm
net67,9.24µm
net331,9.21µm
net1,9.2µm
clknet_1_1__leaf_net543,9.2µm
net568,9.19µm
clknet_1_0__leaf_net411,9.16µm
net629,9.025µm
net641,9.02µm
out1,8.96µm
out11,8.96µm
out12,8.96µm
out15,8.96µm
out27,8.96µm
out28,8.96µm
out35,8.96µm
out57,8.96µm
net347,8.95µm
net673,8.94µm
net410,8.93µm
net179,8.9µm
clknet_1_1__leaf_net680,8.9µm
net734,8.86µm
in22,8.84µm
in27,8.84µm
in31,8.84µm
in33,8.84µm
in38,8.84µm
in40,8.84µm
in10,8.73µm
in13,8.72µm
in20,8.72µm
in26,8.72µm
in30,8.72µm
in42,8.72µm
in44,8.72µm
in47,8.72µm
in48,8.72µm
in50,8.72µm
in51,8.72µm
in52,8.72µm
in55,8.72µm
in57,8.72µm
in59,8.72µm
in61,8.72µm
out13,8.72µm
net465,8.7µm
net642,8.66µm
net231,8.6µm
net837,8.59µm
net75,8.56µm
net736,8.56µm
net282,8.52µm
net350,8.52µm
net891,8.52µm
out23,8.5µm
out31,8.5µm
out38,8.5µm
out39,8.5µm
out40,8.5µm
out43,8.5µm
out46,8.5µm
out47,8.5µm
out5,8.5µm
out56,8.5µm
out60,8.5µm
in1,8.39µm
net607,8.32µm
net899,8.32µm
net407,8.24µm
net914,8.22µm
net108,8.2µm
net570,8.1µm
net6,8.1µm
net621,8.1µm
clknet_1_1__leaf_net555,8.1µm
net531,8.06µm
net685,8.06µm
net861,8.06µm
in58,8.05µm
net635,8.04µm
net54,8.02µm
net603,8.02µm
net501,7.98µm
net543,7.94µm
net796,7.94µm
net388,7.86µm
net537,7.82µm
in2,7.79µm
net412,7.76µm
net491,7.74µm
net714,7.74µm
in16,7.69µm
net25,7.66µm
net900,7.64µm
net5,7.62µm
net533,7.62µm
net486,7.6µm
net509,7.6µm
net637,7.58µm
net841,7.48µm
net255,7.42µm
in6,7.37µm
in12,7.35µm
net594,7.305µm
net640,7.25µm
net47,7.24µm
net233,7.22µm
net76,7.2µm
net893,7.195µm
net258,7.18µm
net598,7.18µm
net489,7.075µm
clknet_1_1__leaf_net569,7.06µm
in17,7.03µm
in3,7.03µm
in32,7.03µm
in53,7.03µm
in11,7.01µm
net558,6.95µm
net675,6.94µm
net574,6.885µm
net628,6.86µm
net682,6.84µm
net475,6.8µm
in15,6.79µm
net85,6.76µm
net542,6.72µm
net575,6.72µm
in9,6.67µm
net458,6.64µm
net439,6.6µm
net468,6.6µm
net239,6.52µm
net676,6.52µm
clknet_1_0__leaf_net680,6.52µm
in23,6.38µm
net562,6.36µm
net711,6.36µm
net600,6.32µm
net912,6.32µm
net884,6.31µm
net78,6.3µm
net135,6.26µm
net367,6.26µm
net712,6.26µm
net744,6.26µm
net659,6.18µm
net674,6.18µm
net223,6.14µm
net429,6.14µm
out29,6.09µm
net380,6.06µm
net472,6.06µm
net445,6.02µm
net586,6.02µm
clknet_1_0__leaf_net563,6.02µm
in18,5.97µm
net415,5.94µm
net433,5.94µm
clknet_1_0__leaf_net555,5.94µm
net867,5.86µm
net548,5.84µm
net434,5.82µm
net19,5.8µm
net327,5.8µm
net890,5.8µm
in43,5.77µm
out14,5.75µm
out18,5.75µm
out51,5.75µm
out55,5.75µm
out8,5.75µm
net686,5.74µm
net693,5.72µm
net394,5.68µm
net420,5.68µm
in14,5.65µm
net896,5.65µm
net916,5.6µm
net130,5.52µm
in21,5.46µm
in41,5.46µm
net544,5.46µm
out52,5.41µm
net483,5.38µm
net525,5.36µm
net117,5.34µm
net418,5.34µm
net421,5.34µm
out34,5.29µm
net684,5.28µm
net541,5.26µm
net909,5.26µm
clknet_1_1__leaf_net599,5.225µm
net157,5.22µm
net478,5.22µm
net606,5.22µm
clknet_1_0__leaf_net681,5.22µm
net852,5.22µm
clknet_1_0__leaf_net508,5.18µm
out3,5.07µm
out30,5.07µm
out32,5.07µm
out33,5.07µm
out45,5.07µm
out54,5.07µm
out59,5.07µm
out6,5.07µm
net404,5.02µm
net894,5µm
net625,4.965µm
net251,4.92µm
net513,4.895µm
net246,4.885µm
net710,4.88µm
net432,4.84µm
net199,4.825µm
net496,4.78µm
out19,4.73µm
out25,4.73µm
out37,4.73µm
out42,4.73µm
net341,4.6µm
net376,4.6µm
net502,4.6µm
net553,4.58µm
net191,4.56µm
net442,4.54µm
net624,4.48µm
net639,4.475µm
net269,4.46µm
net897,4.46µm
net374,4.44µm
net627,4.44µm
net557,4.42µm
net849,4.42µm
out10,4.39µm
out16,4.39µm
out17,4.39µm
out24,4.39µm
out26,4.39µm
out36,4.39µm
out4,4.39µm
out44,4.39µm
out49,4.39µm
out50,4.39µm
out53,4.39µm
out58,4.39µm
net493,4.37µm
net658,4.2µm
net623,4.14µm
net588,4.125µm
net590,4.12µm
net162,4µm
net353,4µm
net584,3.88µm
net672,3.68µm
clknet_1_0__leaf_net510,3.64µm
net140,3.56µm
net564,3.56µm
net614,3.55µm
net145,3.54µm
net626,3.54µm
net597,3.505µm
net644,3.45µm
net349,3.44µm
net842,3.44µm
net670,3.42µm
net519,3.39µm
net360,3.32µm
net225,3.3µm
net30,3.22µm
net401,3.2µm
net561,3.2µm
net372,3.18µm
net53,3.08µm
net856,3.08µm
net532,3.06µm
net630,2.985µm
net527,2.98µm
net610,2.98µm
net150,2.96µm
net218,2.96µm
net356,2.96µm
net488,2.84µm
net551,2.84µm
net895,2.83µm
net416,2.76µm
net690,2.74µm
net131,2.72µm
net118,2.64µm
net133,2.64µm
net692,2.62µm
net40,2.61µm
net398,2.53µm
net11,2.5µm
net355,2.5µm
net511,2.5µm
net892,2.5µm
net384,2.4µm
net643,2.38µm
net889,2.3µm
net565,2.28µm
net677,2.28µm
clknet_1_1__leaf_net408,2.255µm
net615,2.18µm
net165,2.16µm
net21,2.16µm
net567,2.16µm
net602,2.16µm
net636,2.16µm
net649,2.16µm
net847,2.16µm
net850,2.16µm
net885,2.16µm
net902,2.16µm
net321,2.06µm
net619,2.04µm
net665,2.04µm
net678,2.04µm
net680,2.04µm
clknet_1_0__leaf_net428,2.04µm
net529,1.94µm
net35,1.84µm
net364,1.84µm
net257,1.82µm
net631,1.75µm
net578,1.735µm
net154,1.72µm
net456,1.72µm
net174,1.71µm
net466,1.7µm
net613,1.7µm
clknet_1_1__leaf_net411,1.7µm
net827,1.7µm
net906,1.7µm
net281,1.685µm
net581,1.6µm
net901,1.555µm
net330,1.48µm
net379,1.48µm
net112,1.38µm
net461,1.38µm
net521,1.38µm
net33,1.26µm
net166,1.02µm
net279,0.92µm
net51,0.92µm
net683,0.8µm
net908,0.635µm
net910,0.46µm
